pair_ID	sentence_A	sentence_B	relatedness_score	SemEval_set
1442	Uma árvore está sendo cortada por um homem com um machado	Um homem está derrubando uma árvore com um machado	4.7	TRAIN
1443	Um homem está cantando uma música e tocando violão	Um homem está cantando e tocando o violão	4.9	TRAIN
1444	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro de pelagem castanha na grama	O cachorro branco usando orelhas de rena está perto de um cachorro castanho	4.0	TRAIN
1445	Duas pessoas usando capacetes estão dirigindo sobre flores brancas e amarelas	Duas pessoas usando capacetes estão dirigindo sobre flores amarelas e brancas	4.8	TRAIN
1446	Duas crianças estão brincando em uma piscina com uma boia de crocodilo que é verde	Duas crianças estão brincando em uma piscina com uma boia de crocodilo colorida de verde	4.8	TRAIN
1447	Um homem está cortando um pão	Um homem está fatiando um pão	4.8	TRAIN
1448	Água está sendo bebida por um jogador de futebol sentado no campo	Um homem está sentado na grama e bebendo água de uma garrafa	3.7	TRAIN
1449	O violão está sendo tocado por uma menina	A pessoa está praticando tocar violão	3.8	TRAIN
1450	Um carro branco está sendo dirigido por um homem	O carro branco de um homem está sendo levado	4.2	TRAIN
1451	O cachorro está andando ao longo de uma ponte feita por um tronco sobre a água	Um rio está sendo atravessado por um cachorro em uma ponte feita de uma árvore caída	4.2	TRAIN
1452	O animal com grandes olhos está comendo vorazmente	O animal com olhos grandes está comendo	4.4	TRAIN
1453	Uma mulher de jeans está sentada na sela de um cavalo	Uma pessoa vestindo jeans está sentada em cima de uma sela de cavalo	4.3	TRAIN
1454	O macarrão está sendo fervido em água por uma mulher	Uma pessoa está fervendo macarrão	4.4	TRAIN
1455	Um homem está despejando óleo dentro de uma frigideira	Um homem está despejando óleo dentro de uma sautese	4.5	TRAIN
1456	Gente está cantando	Um grupo de pessoas está cantando	4.8	TRAIN
1457	Quatro pessoas estão andando ao longo de uma calçada da cidade e a de chapéu verde está falando em um celular	Um grupo de pessoas está andando pela rua e uma pessoa de chapéu está no telefone	4.6	TRAIN
1458	Dois homens estão de pé perto da água e estão segurando varas de pesca	Dois homens estão de pé perto da água e estão segurando ferramentas de pesca	4.5	TRAIN
1459	Um surfista está surfando na onda	Um surfista está surfando a onda	4.6	TRAIN
1460	As pessoas vestindo figurinos estão se reunindo em uma floresta e estão olhando na mesma direção	Pessoas mascaradas estão olhando na mesma direção em uma floresta	4.4	TRAIN
1461	Alguém está cortando um tomate	A senhora está fatiando um tomate	4.4	TRAIN
1462	Uma flauta está sendo tocada por um homem	A flauta está sendo tocada por um homem	4.9	TRAIN
1463	Os corredores estão competindo em uma corrida	Alguns corredores estão competindo em uma corrida	4.9	TRAIN
1464	O oficial militar está berrando com os recrutas	Um oficial está conversando com os recrutas	4.38	TRAIN
1465	Uma mulher está falando alto no seu telefone celular e está mantendo uma bolsa e uma sacola amarela no parapeito próximo	Uma mulher está falando em seu telefone celular e mantendo uma bolsa e uma sacola amarela no parapeito próximo	4.7	TRAIN
1466	Um homem está usando uma marreta para quebrar um bloco de concreto que está em outro homem	Um homem está quebrando uma laje de concreto com uma marreta	4.5	TRAIN
1467	O homem está configurando a câmera e tirando fotos do pôr-do-sol na praia	A foto com uma câmera configurada está sendo tirada por um homem na praia ao pôr do sol	4.0	TRAIN
1468	Um cachorro está perseguindo uma bola	O cachorro está perseguindo a bola	5.0	TRAIN
1469	Três crianças asiáticas estão dançando e um homem sério está olhando	Três crianças asiáticas estão dançando e um homem está olhando	4.5	TRAIN
1470	Uma mulher está cuidadosamente aplicando cosméticos em sua pálpebra	Uma mulher está aplicando cosméticos em sua pálpebra	4.6	TRAIN
1471	Uma pessoa está cortando pimentão em pedaços	Um pimentão está sendo cortado em pedaços por uma pessoa	4.9	TRAIN
1472	Dois homens estão fazendo uma pausa da viagem em uma estrada nevada	Dois homens estão tomando uma pausa de uma viagem em uma estrada coberta de neve	4.9	TRAIN
1473	Algumas mulheres estão dançando e cantando	Uma mulher está dançando e cantando com outras mulheres	4.8	TRAIN
1474	Dois homens estão andando pelo rio	Dois homens estão andando pela água	4.2	TRAIN
1475	Um pouco de leite está sendo bebido avidamente por um gato	Um gato está bebendo leite avidamente	4.8	TRAIN
1476	A mulher está cortando alho em cubos	O alho está sendo cortado em cubos por uma mulher	4.9	TRAIN
1477	Um homem está fazendo truques em uma bicicleta verde	Um homem está realizando um truque em uma bicicleta verde	4.7	TRAIN
1478	O urso panda está deitado sobre os troncos	O urso panda está descansando sobre os troncos	4.7	TRAIN
1479	Dois poodles estão na neve e um está saltando alto	Dois poodles estão na neve e um está pulando	4.4	TRAIN
1480	Alguém está cortando algum papel com tesoura	O pedaço de papel está sendo cortado	4.5	TRAIN
1481	O homem está surgindo de um pântano	Um homem está surgindo de um pântano	5.0	TRAIN
1482	Um cachorro preto está correndo através de uma paisagem rochosa	Um cachorro preto está se movendo ao longo de um terreno rochoso	4.3	TRAIN
1483	Um pedaço de madeira está sendo parafusado a uma parede por um homem	Um homem está parafusando um pedaço de madeira em uma parede	5.0	TRAIN
1484	Muitos líderes de torcida estão andando no desfile	Um grande grupo de líderes de torcida está andando em um desfile	4.8	TRAIN
1485	Um pequenino cachorro está perseguindo uma grande vaca marrom	Um cachorro, que é pequeno, está perseguindo uma vaca marrom grande	5.0	TRAIN
1486	Um homem está tocando violão	Um violão está sendo tocado por um homem	4.9	TRAIN
1487	A senhora está adicionando queijo ao molho	A mulher está adicionando queijo ao molho	4.8	TRAIN
1488	O homem está fazendo exercícios no chão	Um homem está fazendo exercícios no chão	4.9	TRAIN
1489	Uma criança jovem vestida para o clima frio está de pé lá fora	Uma criança, que é jovem, vestida para o clima frio, está de pé do lado de fora	5.0	TRAIN
1490	Os corredores estão competindo impetuosamente em torno da pista	Os corredores estão competindo em volta da pista	4.7	TRAIN
1491	As mulheres estão dançando divinamente do lado de fora	As mulheres estão dançando do lado de fora	4.5	TRAIN
1492	O praticante de snowboard está girando no ar sobre um monte de neve	Um praticante de snowboard está dando um giro sobre um monte de neve	4.9	TRAIN
1493	Um homem está andando de bicicleta elétrica	Uma bicicleta está sendo pedalada por um homem	4.6	TRAIN
1494	Um homem está falando em um celular	Um homem está fazendo uma ligação de um celular	4.8	TRAIN
1495	O papel está sendo cortado com tesoura	O pedaço de papel está sendo cortado	4.4	TRAIN
1496	Um homem está dirigindo uma moto	Um homem está andando de moto	4.6	TRAIN
1497	Um violino está sendo tocado por um homem	Um homem está tocando um violino	5.0	TRAIN
1498	Duas garotas estão brincando alegremente dentro de uma casinha de pula-pula	Duas meninas estão brincando dentro de uma casinha de pula-pula	4.6	TRAIN
1499	Uma bola, que é verde e grande, está golpeando uma batata	Uma grande bola verde está atingindo uma batata	4.6	TRAIN
1500	Um homem está tocando uma pequenina flauta	Um homem está tocando uma flauta	4.7	TRAIN
1501	Um grupo de crianças vestindo a mesma roupa está esperando em um portão e uma está beijando a mãe	Um grupo de crianças em uniformes está parado em um portão e uma está beijando a mãe	4.5	TRAIN
1502	Dois homens estão lutando boxe	Dois homens estão lutando	4.0	TRAIN
1503	O homem está tocando o violão	Um homem está tocando o violão	5.0	TRAIN
1504	A mulher vestindo o uniforme azul e branco com um chapéu branco e azul está mantendo sua boca aberta e está perto de outros que estão vestidos da mesma forma	Uma mulher usando um uniforme azul e branco com um chapéu branco e azul está mantendo sua boca aberta e está perto de outras pessoas vestidas da mesma maneira	5.0	TRAIN
1505	A menina está pulando imprudentemente para dentro de um carro	Uma menina está pulando no carro	4.4	TRAIN
1506	Um homem está comendo uma pizza	Uma pizza está sendo comida por um homem	4.9	TRAIN
1507	Um homem e duas mulheres em um quarto escuro estão sentados em uma mesa com velas	Um homem e duas mulheres em um quarto escuro estão sentados a uma mesa com velas	4.9	TRAIN
1508	O adulto está tocando alto o violão	Um homem está tocando violão alto	4.8	TRAIN
1509	Um homem está comendo comida	O homem está comendo	4.55	TRAIN
1510	Uma motocicleta está sendo pilotada por um homem	Um homem está andando de moto	5.0	TRAIN
1511	Um cachorro está comendo uma boneca	Um cachorro está mordendo uma boneca	4.3	TRAIN
1512	Um homem está andando a cavalo	Um cavalo está sendo montado por um homem	5.0	TRAIN
1513	A multidão está assistindo o futebol no estádio	A multidão está assistindo um jogo de futebol	4.4	TRAIN
1514	A menina está sentada no sofá e está fazendo crochê	A menina está sentada no sofá e fazendo crochê	5.0	TRAIN
1515	Uma grande bola verde está atingindo uma batata	Uma bola, que é verde e grande, está golpeando uma batata	4.6	TRAIN
1516	Adultos e crianças de pé estão brincando em frente de degraus próximos a uma área arborizada	Adultos e crianças estão de pé e brincando na frente de uma escada perto de uma área arborizada	4.8	TRAIN
1517	Uma mulher está usando uma camisa, que é azul, com um colete branco e um boné branco e está falando e caminhando	Uma mulher está vestindo uma camisa azul com um colete branco e um capuz branco e está falando e marchando	4.7	TRAIN
1518	Uma mulher está preparando um ovo em uma sautese	Uma mulher está cozinhando um ovo em uma sautese	4.7	TRAIN
1519	A tartaruga está seguindo o peixe vermelho	A tartaruga está seguindo o peixe	4.6	TRAIN
1520	O homem em uma bicicleta verde está realizando truques na rampa de terra	Um homem em uma bicicleta verde está fazendo truques em uma rampa de terra	4.8	TRAIN
1521	Uma pessoa está cortando uma cebola em pedaços	Uma pessoa está cortando uma cebola em cubos	4.7	TRAIN
1522	A mulher está vestindo uma camisa colorida e um monte de joias	Uma mulher está vestindo uma camisa colorida e muita joia	5.0	TRAIN
1523	Uma jovem senhora com cabelo castanho claro está usando um colar vermelho, um moletom e brincos e está sorrindo	Uma menina adolescente está usando miçangas que são vermelhas	3.0	TRAIN
1524	Um homem está andando lentamente através de uma ponte de corda	Um homem está andando devagar através de uma ponte feita de corda	4.9	TRAIN
1525	Um cavalo está sendo montado por uma mulher	Uma mulher está andando a cavalo	5.0	TRAIN
1526	O praticante de snowboard está saltando corajosamente sobre a neve branca	A pessoa que está praticando snowboard pula pelo ar	3.9	TRAIN
1527	Um praticante de snowboard está dando um giro sobre um monte de neve	Alguém está saltando no ar em uma prancha	3.6	TRAIN
1528	Dois homens estão fazendo um esquete, que é muito engraçado, com um boxeador em frente a uma multidão de pessoas	Dois homens estão fazendo um esquete engraçado com um boxeador na frente de uma multidão de pessoas	5.0	TRAIN
1529	Um homem está tocando um teclado eletrônico	Um teclado eletrônico está sendo tocado por um homem	4.9	TRAIN
1530	O homem está sendo derrubado do cavalo	Alguém está caindo do cavalo	3.9	TRAIN
1531	Uma pessoa está usando uma jaqueta vermelha e está cuidadosamente segurando uma cerveja	Uma pessoa está vestindo uma jaqueta vermelha e segurando uma cerveja	4.6	TRAIN
1532	Um menino pequenino em uma camisa, que é amarela, está rindo na praia	Um menino pequenino de camisa amarela está rindo na praia	5.0	TRAIN
1533	O paciente está sendo ajudado pelo médico	O médico está ajudando o paciente	4.9	TRAIN
1534	Um homem está posando para ser observado por outro homem	Um homem fazendo uma pose está sendo observado por outro homem	4.8	TRAIN
1535	As mulheres estão dançando do lado de fora	Algumas pessoas estão dançando	4.3	TRAIN
1536	Uma mulher está vestindo uma camisa colorida e muita joia	A mulher está vestindo uma camisa colorida e um monte de joias	5.0	TRAIN
1537	Alguma pessoa está andando de bicicleta na areia ao lado do oceano	Uma pessoa está andando de bicicleta na areia ao lado do oceano	4.7	TRAIN
1538	O rosto de um homem está sendo pintado por uma mulher	A mulher está passando maquiagem no homem	4.5	TRAIN
1539	A senhora está cortando cebolas em cubos	Uma mulher está cortando uma cebola	4.7	TRAIN
1540	Um cachorro grande está correndo no chão	Um cachorro está correndo no chão	4.2	TRAIN
1541	O homem está limpando o desenho da lousa	O homem está apagando o desenho no quadro	4.6	TRAIN
1542	Um homem está dançando perigosamente no teto de um quarto	Um homem está dançando no teto de uma sala	4.5	TRAIN
1543	Uma menina usando um vestido marrom está sendo cercada por crianças e está fechando os olhos	As crianças estão cercando uma menina de vestido marrom que está fechando os olhos	4.8	TRAIN
1544	Uma menina com roupa indiana e henna em sua mão está passando por burocracia	Uma jovem mulher com roupa indiana e henna na mão está passando por burocracia	4.8	TRAIN
1545	Um cachorro está correndo na costa do mar	Um cachorro está correndo na praia	4.6	TRAIN
1546	O homem está andando por um caminho através da natureza	O homem está andando ao longo de uma pista pela natureza	4.7	TRAIN
1547	Um gato está tocando teclados	Um gato está tocando um piano	4.4	TRAIN
1548	Uma menina está tocando uma flauta	Uma flauta está sendo tocada por uma menina	4.9	TRAIN
1549	Um menino pequeno está mostrando sua língua para a câmera e outro menino está olhando	Um menino pequeno está mostrando a língua para a câmera e outro garoto está olhando para ele	4.9	TRAIN
1550	Um homem de jaqueta vermelha está de pé perto de um caiaque amarelo em algumas pedras próximo ao oceano	Um homem de jaqueta vermelha está de pé perto de um caiaque amarelo sobre algumas rochas no oceano	4.8	TRAIN
1551	Um cachorro vermelho está excitadamente pulando para cima e pegando uma bola de tênis com a boca	Um cachorro vermelho está pulando e pegando uma bola de tênis na boca	4.8	TRAIN
1552	Uma mulher está quebrando um ovo em uma tigela	Um ovo está sendo rachado em uma tigela por uma mulher	5.0	TRAIN
1553	Uma banda está tocando no palco	Uma banda está apresentando-se no palco	4.9	TRAIN
1554	Uma menina está vestindo jeans e uma camisa rosa e está animadamente correndo	Uma menina está vestindo jeans e uma camisa rosa e está correndo	4.4	TRAIN
1555	Um cachorro castanho peludo está atravessando a área gramada	O cachorro castanho peludo está correndo pela área gramada	5.0	TRAIN
1556	Um adversário está atacando um jogador de futebol de campo	Um jogador de futebol está sendo empurrado por seu oponente	4.9	TRAIN
1557	Um violão está sendo tocando por um homem	Um homem está tocando o violão	5.0	TRAIN
1558	Um cachorro preto e branco está carregando uma vara grande na grama verde	Um cachorro preto e branco está carregando uma grande vara na grama verde	4.7	TRAIN
1559	Um pato com penas castanhas e cabeça verde está batendo as suas asas na água	Um pato marrom com uma cabeça verde está batendo suas asas na água	4.7	TRAIN
1560	Um menino com uma camisa vermelha está na frente de uma longa parede azul e está desconfiadamente levantando uma sobrancelha para a câmera	Um menino de camiseta vermelha está na frente de uma parede, que é longa e azul, e está desconfiadamente levantando uma sobrancelha para a câmera	4.7	TRAIN
1561	Um homem no teclado está tocando com seu nariz	Um homem está tocando o teclado com o nariz	4.3	TRAIN
1562	Um homem está dançando	Uma pessoa está dançando	4.5	TRAIN
1563	Um homem está tocando teclado em um parque	Um homem está tocando teclado	4.1	TRAIN
1564	Um homem jovem de camisa branca e um chapéu preto e dourado está sentado com as pernas cruzadas	Uma pessoa jovem de camisa branca e chapéu dourado e preto está sentada com as pernas cruzadas	4.7	TRAIN
1565	Um homem em uma bicicleta está andando em uma roda só	Uma pessoa de bicicleta está andando em uma roda apenas	4.6	TRAIN
1566	Os botões de um micro-ondas estão sendo apertados por um homem	Um homem está apertando os botões de um micro-ondas	4.8	TRAIN
1567	Um cavalo está competindo em uma corrida	Um cavalo está correndo	4.4	TRAIN
1568	Um homem está cantando apaixonadamente	Um homem está cantando	4.8	TRAIN
1569	Óculos de sol estão sendo usados ​​por um menino	Um menino está usando óculos de sol	4.9	TRAIN
1570	Um menino e uma menina de trajes de banho estão usando boias de braço	Um menino e uma menina em trajes de banho estão usando boias em seus braços	4.9	TRAIN
1571	Dois bebês pandas estão brincando	Dois pandas não estão deitados juntos	3.2	TRAIN
1572	Uma mulher está fatiando um tomate	Uma mulher está cortando um tomate	4.9	TRAIN
1573	Uma cebola está sendo fatiada por um homem	Uma cebola está sendo cortada por um homem	4.8	TRAIN
1574	Algum homem está dançando	Um homem está dançando	4.6	TRAIN
1575	Um violão está sendo tocado por uma menina	Uma menina está tocando um violão	4.8	TRAIN
1576	Um grupo de pessoas está marchando	Um grupo de pessoas está caminhando	3.9	TRAIN
1577	Um gato grande está abrindo uma gaveta feita de plástico com suas patas e pulando dentro	Um gato está abrindo uma gaveta e escalando para dentro	4.2	TRAIN
1578	Uma mulher está pegando e segurando um bebê canguru	A mulher está pegando e segurando um bebê canguru	4.4	TRAIN
1579	Dois meninos e um homem estão jogando jogos em um fliperama	Duas crianças e um homem estão jogando jogos em um fliperama	4.6	TRAIN
1580	Um homem está tocando um trompete brilhantemente	Um homem está tocando um trompete	4.3	TRAIN
1581	Três meninos estão cuidadosamente andando nas pedras ao longo do rio	Três meninos estão andando em pedras ao longo de um rio	4.5	TRAIN
1582	Um cachorro de pelos muito longos e uma roupinha vermelha está correndo na grama	Um cachorro com pelos longos e uma roupinha vermelha está correndo na grama	4.7	TRAIN
1583	A menina de capacete está empoleirada em uma bicicleta	A menina com um capacete está empoleirada em uma bicicleta	4.9	TRAIN
1584	Uma mulher está andando a cavalo	Um animal está sendo montado por uma mulher	4.5	TRAIN
1585	Um jovem menino está pedalando uma mountain bike pela lama	Um menino jovem está andando de mountain bike pela lama	4.9	TRAIN
1586	Crianças estão sendo vestidas com fantasias e jogando um jogo	Crianças estão sendo vestidas em fantasias e jogando um jogo	4.9	TRAIN
1587	Pessoas estão em uma praia cheia de areia perto do oceano e estão curtindo o dia ensolarado	Um monte de pessoas está na costa	3.8	TRAIN
1588	Os homens de shorts marrons estão andando nas rochas ao lado de um rio	O homem de shorts colorido de marrom está andando nas pedras ao lado do rio	4.3	TRAIN
1589	A senhora está quebrando ovos crus na tigela	Os ovos estão sendo rachados em uma tigela pela mulher	4.4	TRAIN
1590	Uma mulher velha está dando um aperto de mão em um homem	Uma mulher que é velha está dando um aperto de mão em um homem	4.9	TRAIN
1591	Um homem está tocando o trompete	O trompete está sendo tocado por um homem	4.7	TRAIN
1592	O menino está andando de bicicleta em cima de uma cerca de metal	O menino está andando de bicicleta no topo de uma cerca feita de metal	4.9	TRAIN
1593	Alguém está dobrando um pedaço de papel	Um indivíduo está dobrando um pedaço de papel	5.0	TRAIN
1594	Uma menina, que é pequena, está tocando piano	Uma menina pequena está tocando o piano	4.9	TRAIN
1595	Uma menina pequena está sorrindo e correndo para fora da casa	Uma menina pequena está sorrindo e correndo para fora	4.4	TRAIN
1596	Um homem está se apresentando com o violão	Um homem está tocando um violão	4.7	TRAIN
1597	Um homem está tocando teclado	Um teclado está sendo tocado por um homem	5.0	TRAIN
1598	Um homem está se exercitando	Um homem está fazendo atividade física	4.5	TRAIN
1599	Dois homens estão sentados em um camelo e outro camelo está em primeiro plano	Duas pessoas estão sentadas em um camelo e um outro camelo está em primeiro plano	4.4	TRAIN
1600	Uma cachoeira está fluindo calmamente para uma piscina rasa	Uma cachoeira está fluindo em uma piscina rasa	4.5	TRAIN
1601	Uma senhora está em pé na rua e está cercada por crianças de escola	Uma senhora está parada na rua e está cercada por crianças	4.6	TRAIN
1602	O ciclista está acelerando em uma rua da cidade	O ciclista está andando de bicicleta em uma rua da cidade	3.9	TRAIN
1603	Duas meninas estão rindo sem ar e outras meninas estão as assistindo	Duas meninas estão rindo e outras meninas estão olhando-as	4.4	TRAIN
1604	Um homem está fatiando um pão	Um homem está fatiando pão	5.0	TRAIN
1605	Um menino de azul está fugindo de uma mulher de azul	O menino de azul está fugindo da mulher de azul	5.0	TRAIN
1606	Dois jogadores altos de basquete estão lutando pela bola na quadra	Dois times de basquete estão lutando pela bola na quadra	4.6	TRAIN
1607	Um policial está sentado cansadamente em uma motocicleta	O policial está sentado na bicicleta de polícia	4.1	TRAIN
1608	Uma pessoa está fazendo acrobacias em um snowboard	Uma pessoa está fazendo um truque em um snowboard	4.5	TRAIN
1609	Um homem está imprudentemente cavalgando um cavalo	Uma pessoa está imprudentemente montando um cavalo	4.2	TRAIN
1610	Um cachorro está lambendo um bebê	O cachorro está lambendo o bebê	5.0	TRAIN
1611	Uma senhora está surfando e pegando uma onda	Uma mulher está surfando	4.6	TRAIN
1612	Um homem está tocando uma flauta de madeira	Uma flauta de madeira é tocada por um homem	5.0	TRAIN
1613	Um homem está cortando uma corda grande com uma espada	Um homem está cortando uma corda com uma espada	4.7	TRAIN
1614	Alguém está cortando algum papel com tesoura	O papel está sendo cortado com tesoura	4.7	TRAIN
1615	Um rebanho de renas está atravessando uma estrada rapidamente	Um rebanho de renas está atravessando uma estrada	4.2	TRAIN
1616	Uma pessoa está andando de bicicleta na areia ao lado do oceano	Alguma pessoa está andando de bicicleta na areia ao lado do oceano	4.7	TRAIN
1617	Os meninos estão balançando em alças e chutando um ao outro	Pessoas estão balançando em alças e chutando umas às outras	4.4	TRAIN
1618	O piano está sendo tocado por um homem	Um homem está tocando piano	4.9	TRAIN
1619	Uma mulher está fatiando carne com uma faca afiada	Uma mulher está fatiando carne com uma faca	4.5	TRAIN
1620	Uma batata está sendo fatiada pela mulher	Uma mulher está fatiando uma batata	5.0	TRAIN
1621	Duas mulheres estão usando biquínis e andando na areia	Duas mulheres estão vestindo biquínis e estão andando na areia	5.0	TRAIN
1622	Uma mulher, que é jovem e asiática, com luvas coloridas em rosa, está de pé na neve	Uma mulher asiática jovem com luvas rosas está de pé na neve	4.8	TRAIN
1623	Um cara está aparando o gramado	A grama está sendo cortada por um homem	4.5	TRAIN
1624	Uma mulher que é velha está dando um aperto de mão em um homem	Um homem e uma mulher estão dando um aperto de mãos	4.1	TRAIN
1625	Um cachorro preto está correndo através de uma paisagem rochosa	Um cachorro está correndo através de uma paisagem rochosa	4.4	TRAIN
1626	Os pesos estão sendo levantados pelo homem	O homem está levantando pesos	4.9	TRAIN
1627	O homem de chapéu de palha está fumando um cigarro	Um cigarro está sendo fumado pelo homem de chapéu de palha	5.0	TRAIN
1628	Um jogador de futebol americano está usando a faixa vermelha e branca	O jogador de futebol americano está usando uma faixa vermelha e branca	4.9	TRAIN
1629	Uma mulher está fervendo macarrão na água	Alguém está mexendo a comida na água	3.6	TRAIN
1630	Algumas pessoas e carros estão em uma rua lotada	Algumas pessoas e veículos estão em uma rua lotada	4.5	TRAIN
1631	Dois cachorros castanhos estão disputando uma bola vermelha e estão brincando na grama	Dois cachorros castanhos estão lutando por um brinquedo vermelho e estão brincando na grama	4.7	TRAIN
1632	O sol está brilhando no rosto da menina que está de vestido amarelo	O sol está brilhando na face da menina que está com o vestido tingido de amarelo	4.8	TRAIN
1633	A mulher vestindo luvas rosas e uma jaqueta marrom está sorrindo na neve	Uma mulher vestindo luvas rosas e jaqueta marrom está sorrindo na neve	5.0	TRAIN
1634	O homem está apagando o trabalho de outro homem na lousa	O homem está apagando o trabalho de outro homem do painel	4.4	TRAIN
1635	Um homem está despejando óleo dentro de uma sautese	Óleo está sendo derramado em uma sautese por um homem	5.0	TRAIN
1636	Um lêmure está comendo rapidamente	O animal com olhos grandes está comendo	3.7	TRAIN
1637	O homem está sentado no chão em uma sala e dedilhando um violão	Um homem está sentado no chão em uma sala e está dedilhando um violão	5.0	TRAIN
1638	Um homem está fazendo um truque com uma bicicleta em pleno ar	Um homem está fazendo um truque de bicicleta em pleno ar	4.8	TRAIN
1639	Um homem está comendo alguma comida	O homem está comendo	4.7	TRAIN
1640	Três cachorros estão descansando na calçada	Três cachorros estão descansando no pavimento	4.6	TRAIN
1641	Uma mulher está entregando bolas de vôlei para outra mulher	Uma mulher está recebendo bolas de vôlei	4.4	TRAIN
1642	Um homem está conversando com uma menina com uma câmera de internet	Um homem está falando com uma menina usando uma câmera de internet	5.0	TRAIN
1643	Um homem e uma mulher estão correndo juntos e de mãos dadas	Um casal está correndo e de mãos dadas	4.45	TRAIN
1644	Um cachorro castanho está olhando atentamente para um cachorro castanho e branco	Um cachorro castanho está encarando atentamente um cachorro castanho e branco	4.8	TRAIN
1645	Um cachorro preto está andando por alguma grama alta	O cachorro preto está andando pela grama alta	4.9	TRAIN
1646	Um homem está tocando um violão apaixonadamente na frente de um público	Uma pessoa está tocando apaixonadamente um violão na frente de um público	4.7	TRAIN
1647	O menino está andando de bicicleta em cima de uma cerca de metal	O ciclista está pedalando sobre o topo de uma cerca	4.4	TRAIN
1648	Um homem está fatiando cebolas	Um homem está cortando cebolas	4.9	TRAIN
1649	O homem está tocando habilmente o violão	O homem está tocando um violão	4.5	TRAIN
1650	Um homem está apontando para um sedã prateado	Um homem está apontando para um carro	4.4	TRAIN
1651	Uma dupla de meninos está jogando um videogame	Dois meninos estão jogando um videogame	4.6	TRAIN
1652	A mulher está cozinhando cuidadosamente alguma coisa	A mulher está cozinhando algo	4.3	TRAIN
1653	Um homem está fatiando uma cebola	Uma cebola está sendo fatiada por um homem	4.9	TRAIN
1654	Tofu está sendo fatiado por uma mulher	Uma mulher está fatiando tofu	5.0	TRAIN
1655	A pessoa está fervendo macarrão	Uma pessoa está fervendo macarrão	5.0	TRAIN
1656	O gol está sendo guardado por um jogador de hóquei de camisa de time amarela	Um jogador de hóquei de camisa amarela está protegendo o gol	4.9	TRAIN
1657	Um grupo de pessoas está andando na rua e uma pessoa de chapéu verde está no telefone	Um grupo de pessoas está andando pela rua e uma pessoa de chapéu está no telefone	4.5	TRAIN
1658	O menino e a menina estão brincando alegremente e usando boias de braço	O menino e a menina estão brincando e usando boias de braço	4.6	TRAIN
1659	O cachorro está lambendo o bebê	Um cachorro está lambendo um bebê	5.0	TRAIN
1660	Uma criança está brincando com uma bica de água ao ar livre e o resto de sua família está assistindo	A criança está brincando com a fonte de água ao ar livre e o resto da família está assistindo	4.9	TRAIN
1661	Um homem está cortando uma corda grossa com uma espada	Um homem está cortando uma corda com uma espada	4.6	TRAIN
1662	Um casal está correndo em direção ao oceano	Um casal está correndo em direção à água	4.6	TRAIN
1663	Um texugo, que é astuto, está cavando a terra	O texugo está cavando um buraco	4.0	TRAIN
1664	A jovem e tranquila menina está deitada sobre a grama de camisa rosa	A jovem menina com camisa rosa está tranquilamente deitada na grama	4.5	TRAIN
1665	Uma mulher está passeando com o cachorro na rua	A mulher está passeando com o cachorro	4.4	TRAIN
1666	O cachorro está pegando uma bola azul	Uma bola azul está sendo pega pelo cachorro	4.9	TRAIN
1667	O cavalo está sendo montado pela menina	A menina está andando de cavalo	4.7	TRAIN
1668	O homem está montando um touro mecânico	Um homem está montando um touro mecânico	4.8	TRAIN
1669	Um hamster está cantando	Um animal pequenino está cantando	4.4	TRAIN
1670	O menino está tocando um violão	Uma criança está tocando um violão	4.5	TRAIN
1671	Uma mulher e um cachorro estão sentados tranquilamente em um toco de árvore	Uma mulher e um cachorro estão sentados em um toco de árvore	4.5	TRAIN
1672	Um homem sem camisa está conduzindo uma carroça que está sendo puxada por um cavalo	Um homem sem camisa está conduzindo um cavalo que está puxando uma carroça	4.6	TRAIN
1673	Um pato, que é grande, está voando sobre um riacho rochoso	Um pato grande está voando acima de um riacho rochoso	4.8	TRAIN
1674	Um homem e duas mulheres em um quarto escuro estão sentados a uma mesa com velas	O grupo de pessoas está sentado em um quarto escuro	3.7	TRAIN
1675	Alguns homens estão lutando	Um grupo de homens está brigando	4.5	TRAIN
1676	Um homem está usando um chapéu que é duro e está dançando	Um homem está usando um capacete de proteção e dançando	4.9	TRAIN
1677	Os homens estão colocando as bagagens no porta-malas de um carro	Os homens estão colocando bagagens no porta-malas de um carro	4.9	TRAIN
1678	Um homem está andando de bicicleta elétrica	Uma pessoa está andando de bicicleta elétrica	4.5	TRAIN
1679	Uma mulher asiática na multidão está carregando uma sacola preta	Uma mulher asiática no meio de muitas pessoas está carregando uma sacola preta	4.8	TRAIN
1680	Uma pessoa está escovando um gato	O pelo de um gato está sendo penteado por uma pessoa	4.8	TRAIN
1681	Um homem está tocando o violão	Um homem está tocando um instrumento	4.4	TRAIN
1682	O cachorro dourado está atravessando um campo de grama alta	Um cachorro dourado está correndo por um campo de grama alta	4.9	TRAIN
1683	Uma mulher está fervendo ovos	Ovos estão sendo fervidos pela mulher	4.9	TRAIN
1684	Uma criança jovem está escalando uma parede de escalada que está em uma área coberta	Uma criança pequena está escalando uma parede de escalada dentro de uma área coberta	4.7	TRAIN
1685	Poucos furões estão escalando para fora da gaiola	Vários furões estão escalando para fora da gaiola	4.8	TRAIN
